DTYPE	DCSTAT	DCBY	MYEAR	STATN	REP_STATN_NAME	PROJ	ORDERER	SHIPC	VISITID	CRUISE_NO	SHARKID_MD5	SDATE	STIME	EDATE	ETIME	LATIT_DM	LONGI_DM	LATIT_DD	LONGI_DD	POSYS	WADEP	WINDIR	WINSP	AIRTEMP	AIRPRES	WEATH	CLOUD	WAVES	ICEOB	SECCHI	QSEC	COMNT_VISIT	SMPNO	MNDEP	MXDEP	SLABO	ACKR_SMP	SMTYP	SMVOL	COMNT_SAMP	PARAM	VALUE	MUNIT	QFLAG	CALC_BY_DATA_CENTRE	METOA	METDC	REFSK	COMNT_VAR	UNCERT	METCU	LMQNT	DETLI	RANA	ALABO	ACKR_ANA	ANADATE	WATER_CATEGORY	WATER_DISTRICT	SEA_AREA_NAME	SEA_AREA_CODE	WATER_TYPE_AREA	SEA_BASIN	HELCOM-OSPAR_AREA	EEZ	COUNTY_NAME	MUNICIPALITY_NAME	VISS_EU_ID	WLTYP	MSTAT	PURPM	MPROG	RLABO	DATA_CENTRE	INTERNET_ACCESS	DATA_SET_NAME	FILE_NAME
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			16	03afa551e0430dff19111f301061a2bb	2013-06-03	23:00			62 39.14	18 57.16	62.65233	18.95267	GPS	196												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	1.61	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			14	7e382dde6950524a78ed3df261e52bd6	2013-05-23	12:00			64 42.50	22 03.91	64.70833	22.06517	GPS	122												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.92	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			14	838946218da5f9580fe35fe6a50b39f9	2013-05-23	12:00			64 42.50	22 03.91	64.70833	22.06517	GPS	122												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.91	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			14	84d4346b0646f46819d4a93e30ee8656	2013-05-21	00:20			62 39.13	18 57.09	62.65217	18.95150	GPS	195												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.79	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			14	88b581f420db1a0403063b0bde2b1dea	2013-05-21	00:20			62 39.13	18 57.09	62.65217	18.95150	GPS	195												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.73	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			12	d4d943f531fe9ce206ea9373be4b54b1	2013-04-23	19:45			64 42.53	22 03.84	64.70883	22.06400	GPS	122												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	0.84	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			12	06b209e3a00707b874ba091506c907b6	2013-04-23	19:45			64 42.53	22 03.84	64.70883	22.06400	GPS	122												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	0.87	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			12	959b187a5cc8a46d0de7d3236b3913ad	2013-04-22	15:10			62 39.22	18 57.15	62.65367	18.95250	GPS	196												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	7.99	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			12	819f6c93b48d69e0ec288fe3cf770bff	2013-04-22	15:10			62 39.22	18 57.15	62.65367	18.95250	GPS	196												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	8.45	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			4	cf4123e2b5339c3fe702261b47dd268a	2013-02-20	12:00			64 42.69	22 04.21	64.71150	22.07017	GPS	115												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.42	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			4	cac10956277eea08ace6783231f8b1bd	2013-02-20	12:00			64 42.69	22 04.21	64.71150	22.07017	GPS	115												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.38	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			3	d4c0b51d259ad30a39b0b3edc34ffffc	2013-02-11	15:10			62 39.17	18 57.09	62.65283	18.95150	GPS	196												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.52	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			3	f0e64907e5df8f01ce7093c98980e068	2013-02-11	15:10			62 39.17	18 57.09	62.65283	18.95150	GPS	196												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.52	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			3	5a4941466458b6d3f9d46873fd97219c	2013-02-11	15:10			62 39.17	18 57.09	62.65283	18.95150	GPS	196												3	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.54	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			1	4f8cc8fe33a5e104300abccc0a49e4e4	2013-01-16	09:15			64 42.51	22 03.95	64.70850	22.06583	GPS	128												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.4	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			1	e287f123011df235b56f9d18e6fbe1a9	2013-01-16	09:15			64 42.51	22 03.95	64.70850	22.06583	GPS	128												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.36	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	F9 / A13	A13	-	Havs- och vattenmyndigheten			1	596a1ced7f75528a7349ea67826edfd8	2013-01-16	09:15			64 42.51	22 03.95	64.70850	22.06583	GPS	128												3	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.39	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			1	7e70be2d621d0cee58ec27d80e26f82a	2013-01-14	20:15			62 39.19	18 57.26	62.65317	18.95433	GPS	197												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.81	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			1	b438d3e24ba52ba55292a82be9cbce19	2013-01-14	20:15			62 39.19	18 57.26	62.65317	18.95433	GPS	197												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.83	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2013	C3	C3	-	Havs- och vattenmyndigheten			1	a4fae31859a32874e5b1456b8828644c	2013-01-14	20:15			62 39.19	18 57.26	62.65317	18.95433	GPS	197												3	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.83	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2013_UMSC	SHARK_Chlorophyll_2013_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			26	86636e4f27ef7eeeea10ca06cd37b208	2012-12-23	06:00			64 42.50	22 04.03	64.70833	22.06717	GPS	125												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.45	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			26	c125430bee2fd4fd3fb4d34d20345531	2012-12-23	06:00			64 42.50	22 04.03	64.70833	22.06717	GPS	125												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.52	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			26	0cbe92f5e3aa7e44cbaa521546e082b0	2012-12-23	06:00			64 42.50	22 04.03	64.70833	22.06717	GPS	125												3	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.46	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			25	f409dfb0eb308bbdec5537239b002874	2012-12-04	12:00			62 39.17	18 57.10	62.65283	18.95167	GPS	198												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.73	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			25	e455721eb9f2de450fbe79d78ed4c5fa	2012-12-04	12:00			62 39.17	18 57.10	62.65283	18.95167	GPS	198												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.69	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			25	92705975bc04575ead14796717c1d41a	2012-12-04	12:00			62 39.17	18 57.10	62.65283	18.95167	GPS	198												3	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.75	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			24	a963d7a1eb3c35e9681d1b6ca99b3ad2	2012-10-25	07:05			64 42.50	22 04.08	64.70833	22.06800	GPS	120												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	1.67	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			24	8e025ae82d02e175b81e5ed69549a456	2012-10-25	07:05			64 42.50	22 04.08	64.70833	22.06800	GPS	120												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	1.64	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			24	6160c17a9b52698b2f78b63f0a5676df	2012-10-25	07:05			64 42.50	22 04.08	64.70833	22.06800	GPS	120												3	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	1.73	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			24	d2c055237cbc093346e10c8b323d0f12	2012-10-23	07:55			62 39.18	18 57.21	62.65300	18.95350	GPS	196												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	4.02	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			24	b09c595915cb168f677153d0dbf05c7b	2012-10-23	07:55			62 39.18	18 57.21	62.65300	18.95350	GPS	196												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	4.09	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			24	4087af6c30417672a1da1d1372928d1d	2012-10-23	07:55			62 39.18	18 57.21	62.65300	18.95350	GPS	196												3	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	4.2	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			21	c39902246d96820b91a8c27c4aa479b9	2012-08-30	07:00			64 42.51	22 04.00	64.70850	22.06667	GPS	115												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	1.95	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	F9 / A13	A13	-	-			21	577a17d468e51d3bad13ee2ae3fae3b8	2012-08-30	07:00			64 42.51	22 04.00	64.70850	22.06667	GPS	115												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.02	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenvikens utsjövatten			01 - Bottenviken	HELCOM				SE719293-179824				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			21	f0e72aa796fd7f49abcb0f285ac1541d	2012-08-28	08:40			62 39.17	18 57.11	62.65283	18.95183	GPS	198												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.21	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
Chlorophyll	Klar	Leverantör	2012	C3	C3	-	-			21	d3381c53cbdb675ec9313bd566f1d561	2012-08-28	08:40			62 39.17	18 57.11	62.65283	18.95183	GPS	198												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.28	ug/l			FLM		HC-C-C2	Detektionsgräns 0,05mg/m3						Umeå Universitet			Utsjövatten	Övriga områden utanför Sverige	Del av Bottenhavets utsjövatten			03 - Bottenhavet	HELCOM				SE695299-166132				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2012_UMSC	SHARK_Chlorophyll_2012_UMSC_version_2019-02-14.zip
