STATN	STNCODE	DEPH	SDATE	DOXY_BTL_bottom
ANHOLT E	KAEX29	55.0	1985-01-27	5.76
ANHOLT E	KAEX29	54.0	1985-04-10	6.28
ANHOLT E	KAEX29	60.0	1985-09-09	2.97
ANHOLT E	KAEX29	58.0	1985-11-22	3.59
ANHOLT E	KAEX29	52.0	1986-06-13	nan
ANHOLT E	KAEX29	52.0	1986-06-14	5.53
ANHOLT E	KAEX29	60.0	1986-10-17	1.13
ANHOLT E	KAEX29	52.0	1987-01-19	5.75
ANHOLT E	KAEX29	54.0	1987-09-01	nan
ANHOLT E	KAEX29	54.0	1987-09-02	3.13
ANHOLT E	KAEX29	58.0	1987-09-21	2.49
ANHOLT E	KAEX29	54.0	1987-11-10	4.53
ANHOLT E	KAEX29	53.0	1988-01-24	5.79
ANHOLT E	KAEX29	60.0	1988-02-23	5.85
ANHOLT E	KAEX29	57.0	1988-02-25	5.92
ANHOLT E	KAEX29	55.0	1988-05-27	5.44
ANHOLT E	KAEX29	60.0	1988-06-15	5.11
ANHOLT E	KAEX29	53.0	1988-08-31	2.81
ANHOLT E	KAEX29	60.0	1988-09-28	0.55
ANHOLT E	KAEX29	55.0	1988-11-17	4.34
ANHOLT E	KAEX29	57.0	1988-11-21	4.2
ANHOLT E	KAEX29	56.0	1989-01-23	6.38
ANHOLT E	KAEX29	57.0	1989-03-02	6.61
ANHOLT E	KAEX29	60.0	1989-04-11	6.2
ANHOLT E	KAEX29	52.0	1989-05-22	5.01
ANHOLT E	KAEX29	55.0	1989-06-15	4.45
ANHOLT E	KAEX29	54.0	1989-08-29	2.75
ANHOLT E	KAEX29	53.0	1989-09-26	3.1
ANHOLT E	KAEX29	53.0	1989-11-19	4.42
ANHOLT E	KAEX29	54.0	1989-11-23	4.35
ANHOLT E	KAEX29	52.0	1990-04-18	5.93
ANHOLT E	KAEX29	53.0	1990-05-14	5.69
ANHOLT E	KAEX29	53.0	1990-05-27	5.95
ANHOLT E	KAEX29	55.0	1990-08-21	2.42
ANHOLT E	KAEX29	57.0	1990-09-06	2.01
ANHOLT E	KAEX29	61.0	1990-11-19	4.68
ANHOLT E	KAEX29	53.0	1991-06-15	nan
ANHOLT E	KAEX29	53.0	1991-06-16	5.33
ANHOLT E	KAEX29	56.0	1991-09-06	2.08
ANHOLT E	KAEX29	60.0	1991-11-05	5.15
ANHOLT E	KAEX29	55.0	1992-01-20	6.05
ANHOLT E	KAEX29	54.0	1992-03-30	5.62
ANHOLT E	KAEX29	53.0	1992-08-11	3.79
ANHOLT E	KAEX29	52.0	1992-09-16	2.3
ANHOLT E	KAEX29	56.0	1992-09-27	1.78
ANHOLT E	KAEX29	58.0	1992-11-02	4.48
ANHOLT E	KAEX29	55.0	1992-11-20	4.95
ANHOLT E	KAEX29	57.0	1993-02-12	6.85
ANHOLT E	KAEX29	56.0	1993-05-06	5.9
ANHOLT E	KAEX29	55.0	1993-06-16	5.21
ANHOLT E	KAEX29	55.0	1993-07-05	5.11
ANHOLT E	KAEX29	57.0	1993-07-10	5.1
ANHOLT E	KAEX29	57.0	1993-08-04	4.05
ANHOLT E	KAEX29	53.0	1993-08-26	3.04
ANHOLT E	KAEX29	54.0	1993-09-16	2.31
ANHOLT E	KAEX29	63.0	1993-10-08	4.78
ANHOLT E	KAEX29	54.0	1993-11-15	4.89
ANHOLT E	KAEX29	58.0	1993-12-16	5.58
ANHOLT E	KAEX29	63.0	1994-01-29	6.1
ANHOLT E	KAEX29	58.0	1994-02-21	6.18
ANHOLT E	KAEX29	53.0	1994-03-24	5.91
ANHOLT E	KAEX29	53.0	1994-04-12	4.61
ANHOLT E	KAEX29	58.0	1994-04-16	4.39
ANHOLT E	KAEX29	56.0	1994-04-25	3.76
ANHOLT E	KAEX29	55.0	1994-07-16	4.2
ANHOLT E	KAEX29	55.0	1994-08-18	2.94
ANHOLT E	KAEX29	52.0	1994-08-30	3.17
ANHOLT E	KAEX29	53.0	1994-09-20	3.45
ANHOLT E	KAEX29	53.0	1994-10-27	3.61
ANHOLT E	KAEX29	54.0	1994-12-11	5.2
ANHOLT E	KAEX29	62.0	1995-02-21	6.72
ANHOLT E	KAEX29	62.0	1995-05-08	5.39
ANHOLT E	KAEX29	55.0	1995-06-27	4.77
ANHOLT E	KAEX29	53.0	1995-08-02	3.02
ANHOLT E	KAEX29	55.0	1995-09-05	2.42
ANHOLT E	KAEX29	59.0	1995-09-26	3.89
ANHOLT E	KAEX29	55.0	1995-10-20	3.75
ANHOLT E	KAEX29	54.0	1995-12-14	5.17
ANHOLT E	KAEX29	55.0	1996-03-16	5.15
ANHOLT E	KAEX29	53.0	1996-09-23	nan
ANHOLT E	KAEX29	57.0	1997-07-21	nan
ANHOLT E	KAEX29	57.0	1997-07-22	4.57
ANHOLT E	KAEX29	54.0	1997-08-11	4.04
ANHOLT E	KAEX29	55.0	1998-06-26	nan
ANHOLT E	KAEX29	55.0	1998-06-27	4.75
ANHOLT E	KAEX29	53.0	1998-07-21	3.95
ANHOLT E	KAEX29	55.0	1998-09-15	3.93
ANHOLT E	KAEX29	53.0	1998-09-22	3.92
ANHOLT E	KAEX29	54.0	1998-10-22	4.22
ANHOLT E	KAEX29	52.0	1998-11-11	4.89
ANHOLT E	KAEX29	58.0	1998-12-11	4.59
ANHOLT E	KAEX29	54.0	1999-01-23	6.39
ANHOLT E	KAEX29	54.0	1999-02-23	6.54
ANHOLT E	KAEX29	59.0	1999-05-17	5.88
ANHOLT E	KAEX29	55.0	1999-06-08	5.54
ANHOLT E	KAEX29	54.0	1999-07-11	4.75
ANHOLT E	KAEX29	52.0	1999-08-03	3.55
ANHOLT E	KAEX29	54.0	1999-08-07	3.44
ANHOLT E	KAEX29	54.0	1999-08-23	3.09
ANHOLT E	KAEX29	58.0	1999-08-28	2.86
ANHOLT E	KAEX29	53.0	1999-09-08	2.58
ANHOLT E	KAEX29	52.0	1999-09-13	2.4
ANHOLT E	KAEX29	52.0	1999-10-28	3.53
ANHOLT E	KAEX29	53.0	1999-11-14	4.31
ANHOLT E	KAEX29	58.0	2000-01-27	6.3
ANHOLT E	KAEX29	52.0	2000-02-02	6.34
ANHOLT E	KAEX29	54.0	2000-02-03	6.55
ANHOLT E	KAEX29	53.0	2000-03-27	6.1
ANHOLT E	KAEX29	57.0	2000-04-26	5.3
ANHOLT E	KAEX29	56.0	2000-04-29	5.86
ANHOLT E	KAEX29	52.0	2000-05-15	5.17
ANHOLT E	KAEX29	54.0	2000-05-19	5.68
ANHOLT E	KAEX29	52.0	2000-06-16	5.09
ANHOLT E	KAEX29	52.0	2000-07-11	4.12
ANHOLT E	KAEX29	54.0	2000-07-15	3.96
ANHOLT E	KAEX29	54.0	2000-08-11	2.59
ANHOLT E	KAEX29	58.0	2000-09-02	1.6
ANHOLT E	KAEX29	56.0	2000-10-03	3.63
ANHOLT E	KAEX29	54.0	2000-10-25	3.36
ANHOLT E	KAEX29	54.0	2000-11-07	4.54
ANHOLT E	KAEX29	54.0	2000-12-05	5.33
ANHOLT E	KAEX29	54.0	2000-12-16	5.49
ANHOLT E	KAEX29	60.0	2001-01-24	5.71
ANHOLT E	KAEX29	58.0	2001-02-07	5.67
ANHOLT E	KAEX29	62.0	2001-02-27	5.91
ANHOLT E	KAEX29	52.0	2001-03-21	5.83
ANHOLT E	KAEX29	54.0	2001-03-27	5.66
ANHOLT E	KAEX29	55.0	2001-04-24	5.95
ANHOLT E	KAEX29	62.0	2001-04-28	6.18
ANHOLT E	KAEX29	61.0	2001-05-16	6.23
ANHOLT E	KAEX29	56.0	2001-06-12	5.8
ANHOLT E	KAEX29	54.0	2001-06-17	5.71
ANHOLT E	KAEX29	58.0	2001-07-10	4.94
ANHOLT E	KAEX29	55.0	2001-07-14	4.74
ANHOLT E	KAEX29	57.0	2001-07-30	4.41
ANHOLT E	KAEX29	54.0	2001-08-03	3.8
ANHOLT E	KAEX29	55.0	2001-08-27	3.39
ANHOLT E	KAEX29	55.0	2001-08-31	3.54
ANHOLT E	KAEX29	54.0	2001-10-23	4.06
ANHOLT E	KAEX29	56.0	2001-11-13	3.36
ANHOLT E	KAEX29	59.0	2001-12-12	5.03
ANHOLT E	KAEX29	53.0	2002-01-12	5.75
ANHOLT E	KAEX29	59.0	2002-01-30	6.43
ANHOLT E	KAEX29	55.0	2002-03-22	6.35
ANHOLT E	KAEX29	55.0	2002-04-16	5.54
ANHOLT E	KAEX29	59.0	2002-04-20	5.67
ANHOLT E	KAEX29	61.0	2002-05-14	5.19
ANHOLT E	KAEX29	63.0	2002-05-18	5.23
ANHOLT E	KAEX29	52.0	2002-06-11	5.18
ANHOLT E	KAEX29	59.0	2002-06-15	4.99
ANHOLT E	KAEX29	59.0	2002-07-09	4.06
ANHOLT E	KAEX29	60.0	2002-07-13	3.93
ANHOLT E	KAEX29	54.0	2002-07-30	3.2
ANHOLT E	KAEX29	54.0	2002-08-03	2.9
ANHOLT E	KAEX29	57.0	2002-08-27	1.31
ANHOLT E	KAEX29	55.0	2002-08-31	1.21
ANHOLT E	KAEX29	56.0	2002-09-12	1.29
ANHOLT E	KAEX29	59.0	2002-09-16	1.6
ANHOLT E	KAEX29	62.0	2002-09-28	1.82
ANHOLT E	KAEX29	55.0	2002-11-12	4.38
ANHOLT E	KAEX29	54.0	2003-01-19	5.28
ANHOLT E	KAEX29	58.0	2003-02-05	5.27
ANHOLT E	KAEX29	54.0	2003-02-18	4.82
ANHOLT E	KAEX29	58.0	2003-02-23	4.67
ANHOLT E	KAEX29	59.0	2003-03-03	5.79
ANHOLT E	KAEX29	56.0	2003-03-27	5.82
ANHOLT E	KAEX29	57.0	2003-04-12	5.71
ANHOLT E	KAEX29	52.0	2003-05-06	6.15
ANHOLT E	KAEX29	55.0	2003-05-10	5.95
ANHOLT E	KAEX29	61.0	2003-06-03	4.92
ANHOLT E	KAEX29	61.0	2003-06-07	4.83
ANHOLT E	KAEX29	58.0	2003-07-08	3.67
ANHOLT E	KAEX29	58.0	2003-07-11	3.45
ANHOLT E	KAEX29	61.0	2003-07-29	2.83
ANHOLT E	KAEX29	54.0	2003-08-02	2.6
ANHOLT E	KAEX29	63.0	2003-08-25	2.21
ANHOLT E	KAEX29	54.0	2003-08-28	2.51
ANHOLT E	KAEX29	61.0	2003-09-10	1.64
ANHOLT E	KAEX29	57.0	2003-09-16	1.43
ANHOLT E	KAEX29	53.0	2003-09-23	2.63
ANHOLT E	KAEX29	59.0	2003-10-24	2.06
ANHOLT E	KAEX29	60.0	2003-11-11	4.12
ANHOLT E	KAEX29	54.0	2003-12-10	4.63
ANHOLT E	KAEX29	57.0	2004-01-13	6.33
ANHOLT E	KAEX29	55.0	2004-01-27	6.26
ANHOLT E	KAEX29	55.0	2004-01-29	6.17
ANHOLT E	KAEX29	54.0	2004-02-17	6.33
ANHOLT E	KAEX29	60.0	2004-02-22	6.22
ANHOLT E	KAEX29	52.0	2004-03-01	6.4
ANHOLT E	KAEX29	55.0	2004-03-24	6.35
ANHOLT E	KAEX29	58.0	2004-04-20	6.12
ANHOLT E	KAEX29	53.0	2004-04-24	6.02
ANHOLT E	KAEX29	56.0	2004-05-11	6.05
ANHOLT E	KAEX29	54.0	2004-05-15	5.93
ANHOLT E	KAEX29	62.0	2004-06-08	5.07
ANHOLT E	KAEX29	56.0	2004-06-12	5.12
ANHOLT E	KAEX29	52.0	2004-06-29	4.5
ANHOLT E	KAEX29	59.0	2004-07-03	4.29
ANHOLT E	KAEX29	55.0	2004-07-27	3.21
ANHOLT E	KAEX29	60.0	2004-07-30	3.0
ANHOLT E	KAEX29	59.0	2004-08-26	3.8
ANHOLT E	KAEX29	61.0	2004-09-09	2.8
ANHOLT E	KAEX29	60.0	2004-09-13	3.11
ANHOLT E	KAEX29	61.0	2004-09-21	3.07
ANHOLT E	KAEX29	57.0	2004-10-19	3.6
ANHOLT E	KAEX29	61.0	2004-10-30	4.57
ANHOLT E	KAEX29	58.0	2004-11-09	4.51
ANHOLT E	KAEX29	59.0	2004-12-08	3.99
ANHOLT E	KAEX29	53.0	2005-01-18	6.9
ANHOLT E	KAEX29	54.0	2005-02-09	6.34
ANHOLT E	KAEX29	57.0	2005-02-22	6.34
ANHOLT E	KAEX29	60.0	2005-03-17	6.34
ANHOLT E	KAEX29	61.0	2005-04-05	5.62
ANHOLT E	KAEX29	59.0	2005-04-09	6.03
ANHOLT E	KAEX29	61.0	2005-04-26	5.99
ANHOLT E	KAEX29	54.0	2005-04-29	5.8
ANHOLT E	KAEX29	57.0	2005-05-21	6.12
ANHOLT E	KAEX29	61.0	2005-06-14	5.27
ANHOLT E	KAEX29	55.0	2005-06-18	5.27
ANHOLT E	KAEX29	55.0	2005-07-12	4.52
ANHOLT E	KAEX29	53.0	2005-07-16	4.59
ANHOLT E	KAEX29	58.0	2005-08-09	3.79
ANHOLT E	KAEX29	60.0	2005-08-13	3.62
ANHOLT E	KAEX29	64.0	2005-08-30	3.0
ANHOLT E	KAEX29	61.0	2005-09-02	2.91
ANHOLT E	KAEX29	61.0	2005-09-27	2.7
ANHOLT E	KAEX29	52.0	2005-10-25	4.12
ANHOLT E	KAEX29	56.0	2005-10-29	4.25
ANHOLT E	KAEX29	54.0	2005-11-14	4.85
ANHOLT E	KAEX29	59.0	2005-12-14	5.03
ANHOLT E	KAEX29	57.0	2006-01-17	5.51
ANHOLT E	KAEX29	56.0	2006-02-28	6.23
ANHOLT E	KAEX29	60.0	2006-03-29	6.21
ANHOLT E	KAEX29	56.0	2006-04-25	6.04
ANHOLT E	KAEX29	59.0	2006-04-28	5.84
ANHOLT E	KAEX29	54.0	2006-05-20	5.63
ANHOLT E	KAEX29	60.0	2006-06-13	5.03
ANHOLT E	KAEX29	58.0	2006-06-16	4.76
ANHOLT E	KAEX29	61.0	2006-07-11	4.31
ANHOLT E	KAEX29	60.0	2006-08-08	3.92
ANHOLT E	KAEX29	59.0	2006-08-12	3.69
ANHOLT E	KAEX29	62.0	2006-08-25	3.16
ANHOLT E	KAEX29	58.0	2006-08-31	3.07
ANHOLT E	KAEX29	55.0	2006-09-13	2.74
ANHOLT E	KAEX29	59.0	2006-09-26	2.36
ANHOLT E	KAEX29	58.0	2006-10-23	1.72
ANHOLT E	KAEX29	58.0	2006-11-14	3.35
ANHOLT E	KAEX29	62.0	2006-12-13	5.68
ANHOLT E	KAEX29	59.0	2007-01-20	5.67
ANHOLT E	KAEX29	63.0	2007-02-01	6.47
ANHOLT E	KAEX29	61.0	2007-02-05	6.22
ANHOLT E	KAEX29	59.0	2007-02-20	6.37
ANHOLT E	KAEX29	62.0	2007-03-22	6.16
ANHOLT E	KAEX29	62.0	2007-04-16	5.13
ANHOLT E	KAEX29	59.0	2007-04-20	5.04
ANHOLT E	KAEX29	59.0	2007-05-22	5.26
ANHOLT E	KAEX29	63.0	2007-05-25	5.09
ANHOLT E	KAEX29	56.0	2007-06-12	4.33
ANHOLT E	KAEX29	62.0	2007-07-14	4.4
ANHOLT E	KAEX29	56.0	2007-08-07	3.62
ANHOLT E	KAEX29	61.0	2007-08-11	3.21
ANHOLT E	KAEX29	62.0	2007-08-27	2.21
ANHOLT E	KAEX29	62.0	2007-08-31	2.09
ANHOLT E	KAEX29	61.0	2007-09-12	1.65
ANHOLT E	KAEX29	62.0	2007-09-19	1.9
ANHOLT E	KAEX29	56.0	2007-09-25	1.66
ANHOLT E	KAEX29	61.0	2007-10-31	4.19
ANHOLT E	KAEX29	59.0	2007-11-13	4.03
ANHOLT E	KAEX29	57.0	2007-12-12	5.08
ANHOLT E	KAEX29	62.0	2008-01-15	6.2
ANHOLT E	KAEX29	59.0	2008-01-20	6.5
ANHOLT E	KAEX29	58.0	2008-02-04	5.94
ANHOLT E	KAEX29	55.0	2008-02-19	6.12
ANHOLT E	KAEX29	59.0	2008-04-15	5.99
ANHOLT E	KAEX29	56.0	2008-04-19	5.8
ANHOLT E	KAEX29	60.0	2008-05-13	5.97
ANHOLT E	KAEX29	57.0	2008-05-17	5.86
ANHOLT E	KAEX29	57.0	2008-06-10	5.61
ANHOLT E	KAEX29	59.0	2008-06-14	6.09
ANHOLT E	KAEX29	56.0	2008-07-08	4.94
ANHOLT E	KAEX29	58.0	2008-07-12	4.69
ANHOLT E	KAEX29	63.0	2008-07-29	3.97
ANHOLT E	KAEX29	62.0	2008-08-02	3.71
ANHOLT E	KAEX29	60.0	2008-08-23	3.6
ANHOLT E	KAEX29	62.0	2008-09-04	3.09
ANHOLT E	KAEX29	55.0	2008-09-09	3.14
ANHOLT E	KAEX29	53.0	2008-09-16	2.84
ANHOLT E	KAEX29	58.0	2008-10-09	3.79
ANHOLT E	KAEX29	63.0	2008-10-29	3.98
ANHOLT E	KAEX29	62.0	2008-11-11	4.46
ANHOLT E	KAEX29	59.0	2008-12-10	5.25
ANHOLT E	KAEX29	62.0	2009-01-17	5.97
ANHOLT E	KAEX29	60.0	2009-01-29	6.15
ANHOLT E	KAEX29	52.0	2009-02-03	6.02
ANHOLT E	KAEX29	58.0	2009-02-17	6.59
ANHOLT E	KAEX29	57.0	2009-03-19	5.92
ANHOLT E	KAEX29	62.0	2009-04-15	5.1
ANHOLT E	KAEX29	59.0	2009-04-19	5.74
ANHOLT E	KAEX29	58.0	2009-05-12	6.3
ANHOLT E	KAEX29	64.0	2009-05-16	6.15
ANHOLT E	KAEX29	62.0	2009-06-09	5.68
ANHOLT E	KAEX29	59.0	2009-06-13	5.52
ANHOLT E	KAEX29	59.0	2009-07-04	4.68
ANHOLT E	KAEX29	61.0	2009-07-28	4.2
ANHOLT E	KAEX29	60.0	2009-08-01	3.94
ANHOLT E	KAEX29	62.0	2009-08-17	3.53
ANHOLT E	KAEX29	63.0	2009-08-21	3.44
ANHOLT E	KAEX29	62.0	2009-09-03	2.86
ANHOLT E	KAEX29	56.0	2009-09-09	3.48
ANHOLT E	KAEX29	61.0	2009-09-15	2.91
ANHOLT E	KAEX29	55.0	2009-10-07	2.54
ANHOLT E	KAEX29	60.0	2009-10-08	3.12
ANHOLT E	KAEX29	56.0	2009-10-29	3.72
ANHOLT E	KAEX29	61.0	2009-11-10	4.76
ANHOLT E	KAEX29	61.0	2009-12-09	4.88
ANHOLT E	KAEX29	56.0	2010-01-18	5.27
ANHOLT E	KAEX29	56.0	2010-01-23	5.41
ANHOLT E	KAEX29	54.0	2010-01-26	5.18
ANHOLT E	KAEX29	61.0	2010-02-02	5.35
ANHOLT E	KAEX29	63.0	2010-02-15	5.02
ANHOLT E	KAEX29	53.0	2010-03-18	5.33
ANHOLT E	KAEX29	57.0	2010-04-13	4.97
ANHOLT E	KAEX29	55.0	2010-04-17	4.83
ANHOLT E	KAEX29	59.0	2010-05-04	4.6
ANHOLT E	KAEX29	62.0	2010-05-08	4.48
ANHOLT E	KAEX29	59.0	2010-06-01	4.1
ANHOLT E	KAEX29	58.0	2010-06-05	3.89
ANHOLT E	KAEX29	61.0	2010-06-29	3.69
ANHOLT E	KAEX29	58.0	2010-07-03	3.64
ANHOLT E	KAEX29	57.0	2010-07-20	3.5
ANHOLT E	KAEX29	61.0	2010-07-24	3.35
ANHOLT E	KAEX29	58.0	2010-08-17	2.58
ANHOLT E	KAEX29	61.0	2010-08-21	2.63
ANHOLT E	KAEX29	60.0	2010-08-26	2.64
ANHOLT E	KAEX29	61.0	2010-09-08	2.47
ANHOLT E	KAEX29	58.0	2010-09-14	2.32
ANHOLT E	KAEX29	61.0	2010-10-06	4.64
ANHOLT E	KAEX29	58.0	2010-10-08	4.58
ANHOLT E	KAEX29	62.0	2010-10-28	4.71
ANHOLT E	KAEX29	63.0	2010-11-09	4.38
ANHOLT E	KAEX29	56.0	2010-12-07	4.7
ANHOLT E	KAEX29	62.0	2011-01-11	5.35
ANHOLT E	KAEX29	55.0	2011-03-08	6.66
ANHOLT E	KAEX29	55.0	2011-03-15	6.62
ANHOLT E	KAEX29	54.0	2011-04-07	5.96
ANHOLT E	KAEX29	54.0	2011-04-13	6.32
ANHOLT E	KAEX29	54.0	2011-06-18	5.01
ANHOLT E	KAEX29	58.0	2011-06-22	4.9
ANHOLT E	KAEX29	53.0	2011-07-11	4.26
ANHOLT E	KAEX29	56.0	2011-07-15	4.16
ANHOLT E	KAEX29	54.0	2011-08-01	4.25
ANHOLT E	KAEX29	53.0	2011-08-06	4.06
ANHOLT E	KAEX29	53.0	2011-09-17	3.57
ANHOLT E	KAEX29	52.0	2011-10-15	2.85
ANHOLT E	KAEX29	52.0	2011-11-16	5.14
ANHOLT E	KAEX29	54.0	2011-11-20	5.13
ANHOLT E	KAEX29	52.0	2011-12-06	5.52
ANHOLT E	KAEX29	54.0	2011-12-16	6.32
ANHOLT E	KAEX29	62.0	2012-01-10	6.58
ANHOLT E	KAEX29	58.0	2012-02-29	6.37
ANHOLT E	KAEX29	59.0	2012-03-21	4.85
ANHOLT E	KAEX29	61.0	2012-03-26	4.8
ANHOLT E	KAEX29	61.0	2012-04-11	4.21
ANHOLT E	KAEX29	57.0	2012-04-16	4.92
ANHOLT E	KAEX29	61.0	2012-05-10	5.38
ANHOLT E	KAEX29	59.0	2012-05-16	5.71
ANHOLT E	KAEX29	55.0	2012-07-10	4.16
ANHOLT E	KAEX29	59.0	2012-08-23	2.85
ANHOLT E	KAEX29	59.0	2012-08-27	2.71
ANHOLT E	KAEX29	57.0	2012-09-16	2.78
ANHOLT E	KAEX29	61.0	2012-10-17	3.8
ANHOLT E	KAEX29	55.0	2012-10-19	4.08
ANHOLT E	KAEX29	62.0	2012-11-08	4.61
ANHOLT E	KAEX29	61.0	2012-11-10	4.48
ANHOLT E	KAEX29	58.0	2012-12-20	5.27
ANHOLT E	KAEX29	61.0	2012-12-22	5.23
ANHOLT E	KAEX29	60.0	2013-01-29	5.41
ANHOLT E	KAEX29	58.0	2013-02-27	5.43
ANHOLT E	KAEX29	59.0	2013-03-20	6.36
ANHOLT E	KAEX29	58.0	2013-03-24	6.22
ANHOLT E	KAEX29	58.0	2013-04-06	6.01
ANHOLT E	KAEX29	59.0	2013-04-07	6.12
ANHOLT E	KAEX29	59.0	2013-06-27	4.7
ANHOLT E	KAEX29	61.0	2013-06-29	4.85
ANHOLT E	KAEX29	60.0	2013-07-31	4.05
ANHOLT E	KAEX29	60.0	2013-08-02	3.84
ANHOLT E	KAEX29	60.0	2013-08-13	3.86
ANHOLT E	KAEX29	59.0	2013-08-15	4.29
ANHOLT E	KAEX29	60.0	2013-09-23	2.44
ANHOLT E	KAEX29	60.0	2013-09-25	2.18
ANHOLT E	KAEX29	60.0	2013-10-07	3.95
ANHOLT E	KAEX29	60.0	2013-10-09	3.8
ANHOLT E	KAEX29	61.0	2013-11-23	3.94
ANHOLT E	KAEX29	59.0	2013-11-26	4.03
ANHOLT E	KAEX29	60.0	2013-12-16	6.01
ANHOLT E	KAEX29	59.0	2013-12-18	6.17
ANHOLT E	KAEX29	53.0	2014-02-06	6.13
ANHOLT E	KAEX29	62.0	2014-02-27	6.1
ANHOLT E	KAEX29	62.0	2014-03-01	6.33
ANHOLT E	KAEX29	62.0	2014-03-20	5.2
ANHOLT E	KAEX29	63.0	2014-03-22	5.22
ANHOLT E	KAEX29	62.0	2014-04-28	5.41
ANHOLT E	KAEX29	60.0	2014-04-29	5.46
ANHOLT E	KAEX29	61.0	2014-06-12	5.41
ANHOLT E	KAEX29	62.0	2014-08-04	4.35
ANHOLT E	KAEX29	61.0	2014-08-05	4.19
ANHOLT E	KAEX29	62.0	2014-09-04	3.42
ANHOLT E	KAEX29	62.0	2014-09-05	3.33
ANHOLT E	KAEX29	61.0	2014-10-23	4.28
ANHOLT E	KAEX29	61.0	2014-10-25	4.27
ANHOLT E	KAEX29	62.0	2014-11-11	3.94
ANHOLT E	KAEX29	61.0	2014-12-08	4.98
ANHOLT E	KAEX29	63.0	2015-01-12	5.37
ANHOLT E	KAEX29	60.0	2015-01-27	6.39
ANHOLT E	KAEX29	60.0	2015-02-17	6.4
ANHOLT E	KAEX29	62.0	2015-03-20	5.84
ANHOLT E	KAEX29	62.0	2015-04-23	5.67
ANHOLT E	KAEX29	62.0	2015-04-24	5.63
ANHOLT E	KAEX29	62.0	2015-06-14	5.04
ANHOLT E	KAEX29	63.0	2015-06-15	5.04
ANHOLT E	KAEX29	63.0	2015-07-23	3.82
ANHOLT E	KAEX29	63.0	2015-07-25	3.68
ANHOLT E	KAEX29	52.0	2015-08-26	3.81
ANHOLT E	KAEX29	61.0	2015-09-03	4.15
ANHOLT E	KAEX29	61.0	2015-09-05	4.09
ANHOLT E	KAEX29	62.0	2015-10-15	2.92
ANHOLT E	KAEX29	62.0	2015-10-17	3.06
ANHOLT E	KAEX29	63.0	2015-11-12	4.01
ANHOLT E	KAEX29	63.0	2015-11-14	3.96
ANHOLT E	KAEX29	61.0	2015-12-10	4.37
ANHOLT E	KAEX29	61.0	2015-12-11	5.81
ANHOLT E	KAEX29	62.0	2016-01-12	6.34
ANHOLT E	KAEX29	62.0	2016-02-19	5.96
ANHOLT E	KAEX29	62.0	2016-02-20	6.32
ANHOLT E	KAEX29	62.0	2016-03-18	5.67
ANHOLT E	KAEX29	62.0	2016-04-21	5.57
ANHOLT E	KAEX29	62.0	2016-04-22	5.69
ANHOLT E	KAEX29	62.0	2016-05-19	5.32
ANHOLT E	KAEX29	63.0	2016-05-20	5.42
ANHOLT E	KAEX29	63.0	2016-06-16	5.04
ANHOLT E	KAEX29	63.0	2016-06-17	5.12
ANHOLT E	KAEX29	62.0	2016-07-23	4.26
ANHOLT E	KAEX29	62.0	2016-07-25	4.09
ANHOLT E	KAEX29	62.0	2016-08-25	3.22
ANHOLT E	KAEX29	62.0	2016-08-26	3.24
ANHOLT E	KAEX29	63.0	2016-09-15	2.27
ANHOLT E	KAEX29	62.0	2016-10-13	2.35
ANHOLT E	KAEX29	62.0	2016-10-14	2.41
ANHOLT E	KAEX29	62.0	2016-11-17	4.78
ANHOLT E	KAEX29	63.0	2016-11-19	4.93
ANHOLT E	KAEX29	61.0	2016-12-10	4.4
ANHOLT E	KAEX29	61.0	2016-12-12	4.45
ANHOLT E	KAEX29	62.0	2017-01-13	6.58
ANHOLT E	KAEX29	53.0	2017-01-28	6.46
ANHOLT E	KAEX29	62.0	2017-02-13	6.25
ANHOLT E	KAEX29	61.0	2017-02-14	6.21
ANHOLT E	KAEX29	62.0	2017-03-11	5.91
ANHOLT E	KAEX29	62.0	2017-03-13	5.73
ANHOLT E	KAEX29	62.0	2017-04-21	5.56
ANHOLT E	KAEX29	62.0	2017-04-22	5.58
ANHOLT E	KAEX29	62.0	2017-05-19	5.89
ANHOLT E	KAEX29	63.0	2017-05-20	5.95
ANHOLT E	KAEX29	61.0	2017-06-17	5.24
ANHOLT E	KAEX29	63.0	2017-06-19	5.16
ANHOLT E	KAEX29	63.0	2017-07-13	4.13
ANHOLT E	KAEX29	62.0	2017-07-15	4.04
ANHOLT E	KAEX29	59.0	2018-01-25	nan
ANHOLT E	KAEX29	59.0	2018-01-26	6.21
ANHOLT E	KAEX29	52.0	2018-08-26	nan
ANHOLT E	KAEX29	52.0	2018-08-27	3.88
ANHOLT E	KAEX29	59.0	2018-09-02	3.47
ANHOLT E	KAEX29	63.0	2018-09-23	3.0
ANHOLT E	KAEX29	61.0	2018-10-17	3.8
ANHOLT E	KAEX29	61.0	2018-11-11	4.52
ANHOLT E	KAEX29	63.0	2018-11-13	5.08
ANHOLT E	KAEX29	62.0	2018-12-07	5.38
ANHOLT E	KAEX29	63.0	2018-12-08	5.54
ANHOLT E	KAEX29	62.0	2019-01-15	5.74
ANHOLT E	KAEX29	62.0	2019-02-20	6.45
ANHOLT E	KAEX29	62.0	2019-02-22	6.35
ANHOLT E	KAEX29	62.0	2019-03-17	6.35
