STATN	STNCODE	DEPH	SDATE	DOXY_BTL_bottom
STRETUDDEN	FIBB70	47.0	2016-12-06	5.61
STRETUDDEN	FIBB70	48.0	2017-01-09	6.21
STRETUDDEN	FIBB70	46.0	2017-02-07	6.49
STRETUDDEN	FIBB70	41.0	2017-03-07	6.84
STRETUDDEN	FIBB70	46.0	2017-04-03	6.5
STRETUDDEN	FIBB70	46.0	2017-05-03	5.0
STRETUDDEN	FIBB70	46.0	2017-06-07	4.69
STRETUDDEN	FIBB70	46.0	2017-07-04	5.18
STRETUDDEN	FIBB70	45.0	2017-08-03	4.57
STRETUDDEN	FIBB70	45.0	2017-09-06	4.15
STRETUDDEN	FIBB70	44.0	2017-10-10	3.62
STRETUDDEN	FIBB70	46.0	2017-11-07	4.84
STRETUDDEN	FIBB70	45.0	2017-12-06	5.83
STRETUDDEN	FIBB70	46.0	2018-01-10	6.28
STRETUDDEN	FIBB70	44.0	2018-02-06	6.8
STRETUDDEN	FIBB70	46.0	2018-03-05	6.37
STRETUDDEN	FIBB70	46.0	2018-04-04	5.26
STRETUDDEN	FIBB70	46.0	2018-05-03	5.88
STRETUDDEN	FIBB70	44.0	2018-06-07	5.95
STRETUDDEN	FIBB70	45.0	2018-07-03	4.78
STRETUDDEN	FIBB70	44.0	2018-08-07	3.74
STRETUDDEN	FIBB70	42.0	2018-09-10	4.2
STRETUDDEN	FIBB70	43.0	2018-10-01	5.23
STRETUDDEN	FIBB70	45.0	2018-11-06	5.35
STRETUDDEN	FIBB70	47.0	2018-12-03	5.6
STRETUDDEN	FIBB70	43.0	2019-01-07	6.29
STRETUDDEN	FIBB70	47.0	2019-02-07	6.48
STRETUDDEN	FIBB70	46.0	2019-03-05	6.56
STRETUDDEN	FIBB70	43.0	2019-04-09	6.34
STRETUDDEN	FIBB70	45.0	2019-05-06	5.39
STRETUDDEN	FIBB70	42.0	2019-06-04	5.4
SKALKORGARNA	KANI02	20.0	1985-03-26	nan
SKALKORGARNA	KANI02	20.0	1985-10-22	nan
SKALKORGARNA	KANI02	20.0	1986-02-18	6.0
SKALKORGARNA	KANI02	20.0	1986-03-18	9.0
SKALKORGARNA	KANI02	20.0	1986-04-08	7.1
SKALKORGARNA	KANI02	20.0	1986-05-14	6.4
SKALKORGARNA	KANI02	20.0	1986-06-03	5.6
SKALKORGARNA	KANI02	20.0	1986-07-01	5.0
SKALKORGARNA	KANI02	20.0	1986-08-05	4.7
SKALKORGARNA	KANI02	20.0	1986-09-02	4.2
SKALKORGARNA	KANI02	20.0	1986-09-18	3.7
SKALKORGARNA	KANI02	20.0	1986-10-07	4.8
SKALKORGARNA	KANI02	20.0	1986-11-04	6.0
SKALKORGARNA	KANI02	20.0	1987-02-24	6.9
SKALKORGARNA	KANI02	20.0	1987-03-17	5.9
SKALKORGARNA	KANI02	20.0	1987-04-07	6.0
SKALKORGARNA	KANI02	20.0	1987-05-05	6.9
SKALKORGARNA	KANI02	20.0	1987-06-02	6.0
SKALKORGARNA	KANI02	20.0	1987-06-30	5.4
SKALKORGARNA	KANI02	20.0	1987-08-04	4.4
SKALKORGARNA	KANI02	20.0	1987-09-02	3.2
SKALKORGARNA	KANI02	20.0	1987-09-16	3.8
SKALKORGARNA	KANI02	20.0	1987-10-06	5.5
SKALKORGARNA	KANI02	20.0	1987-11-03	5.3
SKALKORGARNA	KANI02	20.0	1987-12-08	5.0
SKALKORGARNA	KANI02	20.0	1988-01-12	7.0
SKALKORGARNA	KANI02	20.0	1988-03-01	6.2
SKALKORGARNA	KANI02	20.0	1988-03-28	6.3
SKALKORGARNA	KANI02	20.0	1988-04-12	6.4
SKALKORGARNA	KANI02	20.0	1988-05-02	6.4
SKALKORGARNA	KANI02	20.0	1988-06-07	5.4
SKALKORGARNA	KANI02	20.0	1988-07-05	4.9
SKALKORGARNA	KANI02	20.0	1988-08-02	4.0
SKALKORGARNA	KANI02	20.0	1988-09-06	3.5
SKALKORGARNA	KANI02	20.0	1988-10-04	5.4
SKALKORGARNA	KANI02	20.0	1988-10-12	4.9
SKALKORGARNA	KANI02	20.0	1988-11-02	5.1
SKALKORGARNA	KANI02	20.0	1989-02-21	6.9
SKALKORGARNA	KANI02	20.0	1989-03-07	7.4
SKALKORGARNA	KANI02	20.0	1989-04-04	6.6
SKALKORGARNA	KANI02	20.0	1989-05-09	5.3
SKALKORGARNA	KANI02	20.0	1989-06-06	3.9
SKALKORGARNA	KANI02	20.0	1989-07-04	4.5
SKALKORGARNA	KANI02	20.0	1989-08-01	4.0
SKALKORGARNA	KANI02	20.0	1989-09-05	3.5
SKALKORGARNA	KANI02	20.0	1989-10-03	5.0
SKALKORGARNA	KANI02	20.0	1989-11-07	6.0
SKALKORGARNA	KANI02	14.0	1990-01-09	7.26
SKALKORGARNA	KANI02	15.0	1990-02-06	7.27
SKALKORGARNA	KANI02	14.0	1990-03-06	6.97
SKALKORGARNA	KANI02	14.0	1990-04-03	8.01
SKALKORGARNA	KANI02	14.0	1990-05-08	6.99
SKALKORGARNA	KANI02	14.0	1990-06-05	5.67
SKALKORGARNA	KANI02	15.0	1990-07-03	5.67
SKALKORGARNA	KANI02	14.0	1990-08-08	4.58
SKALKORGARNA	KANI02	14.0	1990-09-03	3.69
SKALKORGARNA	KANI02	14.0	1990-10-01	5.54
SKALKORGARNA	KANI02	14.0	1990-11-05	4.49
SKALKORGARNA	KANI02	14.0	1990-12-04	5.26
SKALKORGARNA	KANI02	14.0	1991-01-09	7.3
SKALKORGARNA	KANI02	14.0	1991-02-05	7.52
SKALKORGARNA	KANI02	13.0	1991-03-05	8.94
SKALKORGARNA	KANI02	14.0	1991-04-09	6.06
SKALKORGARNA	KANI02	10.0	1991-05-07	6.66
SKALKORGARNA	KANI02	12.0	1991-06-04	6.98
SKALKORGARNA	KANI02	15.0	1991-07-02	5.07
SKALKORGARNA	KANI02	10.0	1991-08-06	5.9
SKALKORGARNA	KANI02	10.0	1991-09-03	6.16
SKALKORGARNA	KANI02	10.0	1991-10-02	6.02
SKALKORGARNA	KANI02	10.0	1991-11-06	6.39
SKALKORGARNA	KANI02	10.0	1991-12-04	7.04
SKALKORGARNA	KANI02	10.0	1992-01-08	7.17
SKALKORGARNA	KANI02	10.0	1992-02-05	6.89
SKALKORGARNA	KANI02	10.0	1992-03-04	7.7
SKALKORGARNA	KANI02	10.0	1992-04-08	7.75
SKALKORGARNA	KANI02	10.0	1992-06-03	7.05
SKALKORGARNA	KANI02	10.0	1992-07-01	6.29
SKALKORGARNA	KANI02	10.0	1992-08-05	5.76
SKALKORGARNA	KANI02	10.0	1992-09-02	5.33
SKALKORGARNA	KANI02	12.0	1992-10-07	5.12
SKALKORGARNA	KANI02	10.0	1992-11-04	6.96
SKALKORGARNA	KANI02	10.0	1992-12-02	7.15
SKALKORGARNA	KANI02	10.0	1993-01-13	7.77
SKALKORGARNA	KANI02	10.0	1993-02-03	8.0
SKALKORGARNA	KANI02	10.0	1993-03-03	8.57
SKALKORGARNA	KANI02	12.0	1993-04-14	8.2
SKALKORGARNA	KANI02	10.0	1993-05-05	5.84
SKALKORGARNA	KANI02	10.0	1993-06-03	5.9
SKALKORGARNA	KANI02	10.0	1993-07-07	6.01
SKALKORGARNA	KANI02	10.0	1993-08-04	5.97
SKALKORGARNA	KANI02	10.0	1993-09-07	4.93
SKALKORGARNA	KANI02	10.0	1993-11-03	7.14
SKALKORGARNA	KANI02	10.0	1993-12-08	6.9
SKALKORGARNA	KANI02	10.0	1994-01-03	7.37
SKALKORGARNA	KANI02	10.0	1994-02-02	7.32
SKALKORGARNA	KANI02	10.0	1994-03-02	8.45
SKALKORGARNA	KANI02	10.0	1994-04-06	7.81
SKALKORGARNA	KANI02	10.0	1994-05-03	7.55
SKALKORGARNA	KANI02	10.0	1994-06-06	6.55
SKALKORGARNA	KANI02	11.5	1994-07-04	6.42
SKALKORGARNA	KANI02	10.0	1994-08-01	5.14
SKALKORGARNA	KANI02	10.0	1994-09-07	4.6
SKALKORGARNA	KANI02	12.0	1994-10-03	6.02
SKALKORGARNA	KANI02	12.0	1994-11-02	5.74
SKALKORGARNA	KANI02	12.0	1994-12-06	6.99
SKALKORGARNA	KANI02	12.0	1995-01-10	8.1
SKALKORGARNA	KANI02	12.0	1995-02-07	7.45
SKALKORGARNA	KANI02	12.0	1995-03-07	8.05
SKALKORGARNA	KANI02	12.0	1995-04-04	7.35
SKALKORGARNA	KANI02	12.0	1995-05-03	7.59
SKALKORGARNA	KANI02	12.0	1995-06-06	6.15
SKALKORGARNA	KANI02	10.0	1995-07-05	5.2
SKALKORGARNA	KANI02	10.0	1995-08-02	5.84
SKALKORGARNA	KANI02	10.0	1995-09-06	6.35
SKALKORGARNA	KANI02	12.0	1995-10-04	6.31
SKALKORGARNA	KANI02	12.0	1995-11-08	5.76
SKALKORGARNA	KANI02	12.0	1995-12-06	6.77
SKALKORGARNA	KANI02	12.0	1996-01-10	7.73
SKALKORGARNA	KANI02	12.0	1996-02-07	6.06
SKALKORGARNA	KANI02	12.0	1996-03-06	6.51
SKALKORGARNA	KANI02	12.0	1996-04-02	5.92
SKALKORGARNA	KANI02	12.0	1996-05-06	6.63
SKALKORGARNA	KANI02	12.0	1996-06-04	6.41
SKALKORGARNA	KANI02	12.0	1996-07-03	5.79
SKALKORGARNA	KANI02	10.0	1996-08-05	4.99
SKALKORGARNA	KANI02	10.0	1996-09-04	4.9
SKALKORGARNA	KANI02	10.0	1996-10-02	5.76
SKALKORGARNA	KANI02	12.0	1996-11-06	6.4
SKALKORGARNA	KANI02	12.0	1996-12-04	7.05
SKALKORGARNA	KANI02	12.0	1997-01-09	6.78
SKALKORGARNA	KANI02	12.0	1997-02-05	7.14
SKALKORGARNA	KANI02	12.0	1997-03-05	7.22
SKALKORGARNA	KANI02	12.0	1997-04-02	7.08
SKALKORGARNA	KANI02	12.0	1997-05-05	7.64
SKALKORGARNA	KANI02	10.0	1997-06-03	7.01
SKALKORGARNA	KANI02	12.0	1997-07-03	5.3
SKALKORGARNA	KANI02	12.0	1997-08-06	3.71
SKALKORGARNA	KANI02	12.0	1997-09-03	3.07
SKALKORGARNA	KANI02	12.0	1997-10-08	4.57
SKALKORGARNA	KANI02	12.0	1997-11-05	6.01
SKALKORGARNA	KANI02	12.0	1997-12-03	4.49
SKALKORGARNA	KANI02	12.0	1998-01-14	7.43
SKALKORGARNA	KANI02	12.0	1998-02-04	7.53
SKALKORGARNA	KANI02	12.0	1998-03-04	7.61
SKALKORGARNA	KANI02	12.0	1998-04-01	7.74
SKALKORGARNA	KANI02	12.0	1998-05-06	6.04
SKALKORGARNA	KANI02	12.0	1998-06-03	6.98
SKALKORGARNA	KANI02	12.0	1998-07-01	6.26
SKALKORGARNA	KANI02	12.0	1998-08-05	6.37
SKALKORGARNA	KANI02	12.0	1998-09-02	6.21
SKALKORGARNA	KANI02	12.0	1998-10-07	5.55
SKALKORGARNA	KANI02	12.0	1998-11-04	6.49
SKALKORGARNA	KANI02	12.0	1998-12-09	6.18
SKALKORGARNA	KANI02	12.0	1999-01-13	7.74
SKALKORGARNA	KANI02	12.0	1999-02-10	8.0
SKALKORGARNA	KANI02	12.0	1999-03-10	7.93
SKALKORGARNA	KANI02	13.0	1999-04-07	8.45
SKALKORGARNA	KANI02	12.0	1999-05-05	7.07
SKALKORGARNA	KANI02	13.0	1999-06-02	5.75
SKALKORGARNA	KANI02	12.0	1999-07-07	4.68
SKALKORGARNA	KANI02	12.0	1999-08-04	4.06
SKALKORGARNA	KANI02	12.0	1999-09-08	4.78
SKALKORGARNA	KANI02	12.0	1999-10-05	5.21
SKALKORGARNA	KANI02	13.0	1999-11-03	6.28
SKALKORGARNA	KANI02	12.0	1999-12-08	6.48
SKALKORGARNA	KANI02	14.0	2000-01-11	7.66
SKALKORGARNA	KANI02	13.0	2000-02-09	7.61
SKALKORGARNA	KANI02	14.0	2000-03-08	7.07
SKALKORGARNA	KANI02	12.0	2000-04-05	7.06
SKALKORGARNA	KANI02	14.0	2000-05-02	7.46
SKALKORGARNA	KANI02	12.0	2000-06-06	5.82
SKALKORGARNA	KANI02	13.0	2000-07-04	6.26
SKALKORGARNA	KANI02	14.0	2000-08-01	3.23
SKALKORGARNA	KANI02	12.0	2000-09-05	3.69
SKALKORGARNA	KANI02	13.0	2000-10-04	5.72
SKALKORGARNA	KANI02	18.0	2000-11-07	5.37
SKALKORGARNA	KANI02	13.0	2001-01-09	6.51
SKALKORGARNA	KANI02	11.0	2001-02-06	6.87
SKALKORGARNA	KANI02	13.0	2001-03-06	8.37
SKALKORGARNA	KANI02	12.0	2001-04-03	8.03
SKALKORGARNA	KANI02	12.0	2001-05-08	6.28
SKALKORGARNA	KANI02	14.0	2001-06-05	6.48
SKALKORGARNA	KANI02	12.0	2001-07-03	6.15
SKALKORGARNA	KANI02	12.0	2001-08-07	3.95
SKALKORGARNA	KANI02	13.0	2001-09-04	4.66
SKALKORGARNA	KANI02	12.5	2001-09-20	5.74
SKALKORGARNA	KANI02	14.0	2001-10-02	6.48
SKALKORGARNA	KANI02	13.0	2001-10-16	6.22
SKALKORGARNA	KANI02	13.0	2001-11-06	5.14
SKALKORGARNA	KANI02	14.0	2001-11-21	6.64
SKALKORGARNA	KANI02	14.0	2001-12-04	7.35
SKALKORGARNA	KANI02	11.0	2001-12-19	6.97
SKALKORGARNA	KANI02	13.0	2002-01-08	8.12
SKALKORGARNA	KANI02	13.0	2002-02-05	7.72
SKALKORGARNA	KANI02	12.0	2002-02-20	7.2
SKALKORGARNA	KANI02	15.0	2002-03-05	7.58
SKALKORGARNA	KANI02	14.0	2002-04-03	8.48
SKALKORGARNA	KANI02	11.0	2002-05-06	6.73
SKALKORGARNA	KANI02	12.0	2002-06-04	4.97
SKALKORGARNA	KANI02	13.0	2002-07-02	5.93
SKALKORGARNA	KANI02	13.0	2002-08-07	4.66
SKALKORGARNA	KANI02	13.0	2002-09-03	4.11
SKALKORGARNA	KANI02	13.0	2002-10-01	3.53
SKALKORGARNA	KANI02	13.0	2002-11-05	6.78
SKALKORGARNA	KANI02	13.0	2002-12-03	7.14
SKALKORGARNA	KANI02	13.0	2003-01-21	7.65
SKALKORGARNA	KANI02	13.0	2003-02-04	8.2
SKALKORGARNA	KANI02	14.0	2003-02-18	7.58
SKALKORGARNA	KANI02	13.0	2003-03-04	9.35
SKALKORGARNA	KANI02	14.0	2003-03-18	6.8
SKALKORGARNA	KANI02	17.0	2003-04-01	7.03
SKALKORGARNA	KANI02	15.0	2003-04-15	6.9
SKALKORGARNA	KANI02	14.0	2003-05-20	6.51
SKALKORGARNA	KANI02	21.0	2003-06-03	4.7
SKALKORGARNA	KANI02	19.0	2003-06-17	5.25
SKALKORGARNA	KANI02	20.0	2003-07-01	4.33
SKALKORGARNA	KANI02	19.0	2003-07-15	4.38
SKALKORGARNA	KANI02	20.0	2003-08-05	3.24
SKALKORGARNA	KANI02	20.0	2003-08-14	3.06
SKALKORGARNA	KANI02	20.0	2003-09-02	3.55
SKALKORGARNA	KANI02	20.0	2003-09-17	3.1
SKALKORGARNA	KANI02	21.0	2003-10-07	4.4
SKALKORGARNA	KANI02	20.0	2003-10-21	5.45
SKALKORGARNA	KANI02	21.0	2003-11-04	5.52
SKALKORGARNA	KANI02	20.0	2003-11-18	4.44
SKALKORGARNA	KANI02	20.0	2003-12-02	6.14
SKALKORGARNA	KANI02	20.0	2003-12-16	5.62
SKALKORGARNA	KANI02	13.0	2004-02-03	8.0
SKALKORGARNA	KANI02	13.0	2004-03-02	9.14
SKALKORGARNA	KANI02	14.0	2004-04-06	8.06
SKALKORGARNA	KANI02	12.0	2004-05-04	7.54
SKALKORGARNA	KANI02	11.0	2004-06-01	7.03
SKALKORGARNA	KANI02	13.0	2004-07-06	5.46
SKALKORGARNA	KANI02	12.0	2004-08-03	5.11
SKALKORGARNA	KANI02	12.0	2004-09-07	5.33
SKALKORGARNA	KANI02	13.0	2004-10-05	6.08
SKALKORGARNA	KANI02	13.0	2004-11-02	5.78
SKALKORGARNA	KANI02	19.0	2004-12-07	5.81
SKALKORGARNA	KANI02	13.0	2005-02-01	7.66
SKALKORGARNA	KANI02	13.0	2005-03-01	8.89
SKALKORGARNA	KANI02	12.0	2005-04-05	8.99
SKALKORGARNA	KANI02	12.0	2005-05-02	7.33
SKALKORGARNA	KANI02	12.0	2005-06-08	5.62
SKALKORGARNA	KANI02	12.0	2005-07-05	6.37
SKALKORGARNA	KANI02	13.0	2005-08-02	5.06
SKALKORGARNA	KANI02	12.0	2005-10-04	5.64
SKALKORGARNA	KANI02	12.0	2005-11-01	6.2
SKALKORGARNA	KANI02	12.0	2005-12-06	6.51
SKALKORGARNA	KANI02	12.0	2006-01-10	8.42
SKALKORGARNA	KANI02	11.0	2006-02-07	8.79
SKALKORGARNA	KANI02	11.0	2006-03-07	6.36
SKALKORGARNA	KANI02	12.0	2006-04-04	7.33
SKALKORGARNA	KANI02	11.0	2006-05-02	7.24
SKALKORGARNA	KANI02	12.0	2006-05-30	6.04
SKALKORGARNA	KANI02	12.0	2006-07-04	4.94
SKALKORGARNA	KANI02	12.0	2006-08-01	3.84
SKALKORGARNA	KANI02	13.0	2006-09-05	4.38
SKALKORGARNA	KANI02	11.0	2006-10-03	3.84
SKALKORGARNA	KANI02	13.0	2006-11-07	5.65
SKALKORGARNA	KANI02	12.0	2006-12-05	6.82
SKALKORGARNA	KANI02	12.0	2007-01-10	6.3
SKALKORGARNA	KANI02	10.5	2007-02-07	6.7
SKALKORGARNA	KANI02	11.0	2007-03-07	8.2
SKALKORGARNA	KANI02	13.0	2007-04-04	7.6
SKALKORGARNA	KANI02	13.0	2007-05-03	7.5
SKALKORGARNA	KANI02	12.5	2007-06-05	6.2
SKALKORGARNA	KANI02	12.0	2007-07-04	4.6
SKALKORGARNA	KANI02	13.0	2007-08-08	5.6
SKALKORGARNA	KANI02	12.0	2007-09-05	4.2
SKALKORGARNA	KANI02	12.0	2007-10-03	5.7
SKALKORGARNA	KANI02	12.0	2007-11-07	5.7
SKALKORGARNA	KANI02	13.0	2007-12-05	6.8
SKALKORGARNA	KANI02	13.0	2008-01-08	7.66
SKALKORGARNA	KANI02	12.0	2008-02-05	7.5
SKALKORGARNA	KANI02	11.0	2008-03-04	6.95
SKALKORGARNA	KANI02	12.0	2008-04-01	8.03
SKALKORGARNA	KANI02	13.0	2008-05-06	5.75
SKALKORGARNA	KANI02	12.0	2008-06-02	5.6
SKALKORGARNA	KANI02	11.0	2008-06-30	5.81
SKALKORGARNA	KANI02	12.0	2008-08-05	4.45
SKALKORGARNA	KANI02	13.0	2008-09-02	5.63
SKALKORGARNA	KANI02	11.0	2008-10-07	4.84
SKALKORGARNA	KANI02	11.0	2008-11-04	6.3
SKALKORGARNA	KANI02	12.0	2008-12-01	6.51
SKALKORGARNA	KANI02	12.0	2009-02-02	7.64
SKALKORGARNA	KANI02	12.0	2009-03-02	9.48
SKALKORGARNA	KANI02	12.0	2009-03-30	7.82
SKALKORGARNA	KANI02	11.0	2009-06-01	6.36
SKALKORGARNA	KANI02	11.0	2009-07-06	4.93
SKALKORGARNA	KANI02	12.0	2009-08-03	5.2
SKALKORGARNA	KANI02	12.0	2009-10-05	5.63
SKALKORGARNA	KANI02	12.0	2009-11-02	7.03
SKALKORGARNA	KANI02	12.0	2009-11-30	6.6
SKALKORGARNA	KANI02	11.0	2010-01-12	6.04
SKALKORGARNA	KANI02	12.0	2010-03-09	5.54
SKALKORGARNA	KANI02	12.0	2010-04-06	7.69
SKALKORGARNA	KANI02	11.0	2010-05-05	7.07
SKALKORGARNA	KANI02	12.0	2010-06-01	6.84
SKALKORGARNA	KANI02	11.0	2010-07-06	5.81
SKALKORGARNA	KANI02	11.0	2010-08-03	5.63
SKALKORGARNA	KANI02	12.0	2010-09-07	5.37
SKALKORGARNA	KANI02	11.0	2010-10-04	6.56
SKALKORGARNA	KANI02	10.0	2010-11-02	6.64
SKALKORGARNA	KANI02	11.0	2010-12-07	7.71
SKALKORGARNA	KANI02	12.0	2011-01-12	8.2
SKALKORGARNA	KANI02	12.0	2011-02-02	7.55
SKALKORGARNA	KANI02	13.0	2011-03-02	8.78
SKALKORGARNA	KANI02	12.0	2011-04-05	7.74
SKALKORGARNA	KANI02	13.0	2011-05-03	6.43
SKALKORGARNA	KANI02	13.0	2011-06-08	5.99
SKALKORGARNA	KANI02	14.0	2011-07-04	5.17
SKALKORGARNA	KANI02	13.0	2011-08-02	4.36
SKALKORGARNA	KANI02	13.0	2011-09-05	5.54
SKALKORGARNA	KANI02	12.0	2011-10-03	5.48
SKALKORGARNA	KANI02	13.0	2011-10-31	6.33
SKALKORGARNA	KANI02	14.0	2011-12-05	5.97
SKALKORGARNA	KANI02	14.0	2012-01-08	6.79
SKALKORGARNA	KANI02	13.0	2012-01-26	7.61
SKALKORGARNA	KANI02	12.0	2012-02-07	8.79
SKALKORGARNA	KANI02	13.0	2012-02-23	7.29
SKALKORGARNA	KANI02	13.0	2012-02-28	9.0
SKALKORGARNA	KANI02	13.0	2012-03-05	9.8
SKALKORGARNA	KANI02	14.0	2012-04-02	6.44
SKALKORGARNA	KANI02	14.0	2012-05-07	5.61
SKALKORGARNA	KANI02	13.0	2012-05-28	6.42
SKALKORGARNA	KANI02	14.0	2012-07-03	5.91
SKALKORGARNA	KANI02	13.0	2012-08-06	5.77
SKALKORGARNA	KANI02	14.0	2012-09-03	3.53
SKALKORGARNA	KANI02	14.0	2012-10-02	6.13
SKALKORGARNA	KANI02	14.0	2012-11-05	6.12
SKALKORGARNA	KANI02	14.0	2012-12-03	6.71
SKALKORGARNA	KANI02	13.0	2013-01-07	7.57
SKALKORGARNA	KANI02	12.0	2013-02-05	6.42
SKALKORGARNA	KANI02	13.0	2013-03-04	6.36
SKALKORGARNA	KANI02	13.0	2013-04-01	5.54
SKALKORGARNA	KANI02	12.0	2013-05-06	7.36
SKALKORGARNA	KANI02	14.0	2013-06-02	5.32
SKALKORGARNA	KANI02	14.0	2013-07-01	5.58
SKALKORGARNA	KANI02	13.0	2013-08-06	4.03
SKALKORGARNA	KANI02	14.0	2013-09-03	4.25
SKALKORGARNA	KANI02	14.0	2013-10-01	5.51
SKALKORGARNA	KANI02	15.0	2013-11-05	5.4
SKALKORGARNA	KANI02	14.0	2013-12-04	6.17
SKALKORGARNA	KANI02	15.0	2014-01-07	7.44
SKALKORGARNA	KANI02	14.0	2014-03-05	8.05
SKALKORGARNA	KANI02	13.0	2014-04-01	8.22
SKALKORGARNA	KANI02	12.0	2014-05-05	5.76
SKALKORGARNA	KANI02	14.0	2014-06-02	4.84
SKALKORGARNA	KANI02	14.0	2014-07-01	5.33
SKALKORGARNA	KANI02	12.0	2014-09-03	5.7
SKALKORGARNA	KANI02	16.0	2014-10-09	5.7
SKALKORGARNA	KANI02	16.0	2014-11-05	5.5
SKALKORGARNA	KANI02	15.0	2014-12-03	4.5
SKALKORGARNA	KANI02	14.0	2015-01-08	7.1
SKALKORGARNA	KANI02	16.0	2015-02-05	5.7
SKALKORGARNA	KANI02	16.0	2015-03-05	6.4
SKALKORGARNA	KANI02	17.0	2015-04-09	6.4
SKALKORGARNA	KANI02	15.0	2015-05-05	6.9
SKALKORGARNA	KANI02	16.0	2015-06-09	6.4
SKALKORGARNA	KANI02	14.0	2015-07-07	6.04
SKALKORGARNA	KANI02	14.0	2015-08-03	5.42
SKALKORGARNA	KANI02	14.0	2015-09-01	3.69
SKALKORGARNA	KANI02	13.0	2015-10-06	4.82
SKALKORGARNA	KANI02	14.0	2015-11-03	4.58
SKALKORGARNA	KANI02	14.0	2015-12-02	6.07
SKALKORGARNA	KANI02	14.0	2016-01-11	7.31
SKALKORGARNA	KANI02	13.0	2016-02-01	6.33
SKALKORGARNA	KANI02	13.0	2016-03-01	8.77
SKALKORGARNA	KANI02	14.0	2016-04-04	6.78
SKALKORGARNA	KANI02	14.0	2016-05-02	7.09
SKALKORGARNA	KANI02	15.0	2016-06-06	5.96
SKALKORGARNA	KANI02	13.0	2016-07-05	4.71
SKALKORGARNA	KANI02	14.0	2016-08-02	3.59
SKALKORGARNA	KANI02	14.0	2016-09-06	4.45
SKALKORGARNA	KANI02	14.0	2016-10-04	4.23
SKALKORGARNA	KANI02	14.0	2016-11-02	5.03
SKALKORGARNA	KANI02	14.0	2016-12-06	2.97
SKALKORGARNA	KANI02	12.0	2017-01-10	7.57
SKALKORGARNA	KANI02	14.0	2017-02-07	7.58
SKALKORGARNA	KANI02	13.0	2017-03-07	7.38
SKALKORGARNA	KANI02	13.0	2017-04-04	7.36
SKALKORGARNA	KANI02	15.0	2017-05-03	7.28
SKALKORGARNA	KANI02	14.0	2017-06-07	6.53
SKALKORGARNA	KANI02	14.0	2017-07-04	4.85
SKALKORGARNA	KANI02	14.0	2017-08-02	5.12
SKALKORGARNA	KANI02	14.0	2017-09-06	4.96
SKALKORGARNA	KANI02	13.0	2017-10-10	4.85
SKALKORGARNA	KANI02	12.0	2017-11-07	5.78
SKALKORGARNA	KANI02	14.0	2017-12-06	6.23
SKALKORGARNA	KANI02	14.0	2018-01-10	7.24
SKALKORGARNA	KANI02	12.0	2018-02-06	8.14
SKALKORGARNA	KANI02	13.0	2018-03-06	8.45
SKALKORGARNA	KANI02	14.0	2018-04-04	8.32
SKALKORGARNA	KANI02	14.0	2018-05-03	7.21
SKALKORGARNA	KANI02	13.0	2018-06-07	5.32
SKALKORGARNA	KANI02	14.0	2018-07-03	5.53
SKALKORGARNA	KANI02	14.0	2018-08-07	5.08
SKALKORGARNA	KANI02	14.0	2018-09-11	5.51
SKALKORGARNA	KANI02	14.0	2018-10-01	5.73
SKALKORGARNA	KANI02	13.0	2018-11-05	6.56
SKALKORGARNA	KANI02	14.0	2018-12-03	7.19
SKALKORGARNA	KANI02	13.0	2019-01-07	6.97
SKALKORGARNA	KANI02	14.0	2019-02-06	7.6
SKALKORGARNA	KANI02	14.0	2019-03-04	8.08
SKALKORGARNA	KANI02	13.0	2019-04-08	7.65
SKALKORGARNA	KANI02	13.0	2019-05-05	5.69
SKALKORGARNA	KANI02	14.0	2019-06-03	6.25
SKALKORGARNA	KANI02	14.0	2019-07-02	5.4
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-05-03	6.1
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-06-07	6.0
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-07-05	5.7
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-08-02	5.9
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-09-06	5.5
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-10-04	5.0
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-11-01	4.7
KOSTERFJORDEN (NR16)	FIBK40	240.0	1994-12-06	4.4
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-01-10	4.2
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-02-07	4.0
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-03-07	6.6
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-04-04	4.8
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-05-02	6.0
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-06-06	5.2
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-08-01	4.4
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-09-05	4.2
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-10-03	4.5
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-11-07	4.5
KOSTERFJORDEN (NR16)	FIBK40	240.0	1995-12-05	4.0
KOSTERFJORDEN (NR16)	FIBK40	240.0	1996-01-09	3.6
KOSTERFJORDEN (NR16)	FIBK40	240.0	1996-02-06	5.5
